title,price,brand,rating,normalized_specs,review,compound,label
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Super Good,0.7783,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",All rounder mobile phone this one Moto 6o fusion someone Moto good performance,0.4404,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",I love this product,0.6369,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Very nice Motorola's,0.4754,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","Excellent phone in this price range, good bty, display and design so smooth.",0.765,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Very good,0.4927,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Best choice  in this price,0.6369,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Verry good phone camera awesome battery performance is medium other wise overall good product,0.9186,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Very dangerous Phone,-0.5256,Negative
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Not good product,-0.3412,Negative
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Design is good,0.4404,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Perfect ❤️,0.5719,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Best phone .Pocket friendly Best screenBattery And camera.,0.9118,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",The Motorola Edge 60 Fusion is just awesome in every aspect!!!,0.7163,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Lack issues,-0.3182,Negative
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Good product,0.4404,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",This mobile is worth it for the normal users and the performance is good. In this price segment this is a good mobile go for it.,0.7717,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Nice phone,0.4215,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",It's amazing. ...,0.5859,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Work is slow...Heating problem Battery proformance average Display goodVideo recording and camera average,-0.4019,Negative
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Mobile is good but I got 8GB RAM Variant in place of 12 GB then I made replacement for that and again same incident happened. So finally I had to return the product.So kindly make sure that the product delivered to you is 8GB or 12 GB RAM .,0.8481,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Ok G,0.296,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Good Product,0.4404,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Beat product from moto,0.0,Neutral
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Excellent product,0.5719,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Not worthy,-0.3412,Negative
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Good mobile,0.4404,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Best Mobile Ever,0.6369,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","Awesome, good experience 👏",0.7906,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",This a great phone in 25k. My best phone ever. Go for it.,0.8519,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (12 GB RAM)",24999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '12 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Good product,0.4404,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","One of the best phones in this price rangePros-Design- It has got a very sleek design with great looks and is light weightDisplay- Curved screen is very good with vibrant colours and crystal clear displayBattery- It has fast charging with good battery backup. Gets charged in 30-60 mins and lasts a day on regular usePerformance - Performance is good, there is some lag on heavy usageCons-Performance- There is a very slight lag on very heavy usage. Could be better in 12 gb RAM as I am us...",0.9677,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","Phone is good but there is less one gallery app in the phone, its provide only google photo while no default photo/video gallery, Also phone have no cover for safety purpose",0.0129,Neutral
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Price worth..C2C charger cableLight wait..good display. Dolby..,0.0,Neutral
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Very good image quality 😁😍😍,0.9041,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Good,0.4404,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","The display and the camera of this phone in this price range is mind-boggling,once you bought this you will never regret as per my opinion..",0.3252,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Everything is good but Motorola should also launch mobiles in same range without curve display,0.2382,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Excellent design and buildClean Android experienceFast chargingGood cameras for the price,0.5719,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","This phone good looking with smooth functioning, but most of the basic functions are missing in this phone that's why I am given 4*. (1) This phone doesn't have 4g and 5g sift system (at this time jio giving 5g free) only 5g shows and consuming basic data (2) This phone doesn't have own photo gallery, video, music and even own storage.(3) This phone have no own phone contact, dialer this depends on google dialer/contact (when you record some stranger call announcement activate)(4) Phone f...",0.5994,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","The look and feel is just awesome, you will love the display, the camera is also very good considering the price range.Best phone to consider right now, if your priority is Display, Camera and Durability.",0.9099,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","It's Good option for buying under budget and modern Design....But with out free back case in tha box.Only adaptor, charging cable and sim pin only available this Device......Most important never buy any phone with sales on time must be buy one week after because am using phone with out mobile back case and tempered glass never find this shop all are told not available.......",0.7906,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","This is a very good mobile, its performance is very good, the camera adds very nice colors and gives very good results.",0.9131,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","Excellent phone in the price range.Display and OS is impressive in this price range.Compare to realme p3 pro this OS and camera is far better. For daily use no lag, I am not a gamer. Very smooth experience for daily use.",0.8987,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","Everything is just superb,I can't believe it's my 4th Motorola phone, but it has just unexpected experienceDisplay is just awasome, feels premium quality mobileJust go for it blindlyCamera is  superbBattery is decentPerformance excellentVey light weight, feels handy love it",0.7783,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",This phone is just awesome.,0.6249,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Ultimate all in one phone. Since I am a user of edge 50 fusion I am satisfied but missing two features i.e no app lock and Internet speed not showing on top. But now they provide the same on 60 fusion and more AI features. Will edit the review in a few days if found anything important to update.Another thing I like about moto phones is the camera quality. The photos show the actual colour and photos have good quality not any unnecessary  filters or processing.Clean UI.,0.5736,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Not bad...,0.431,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Very good Product in this Price,0.4927,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Very nice phone camera battery is also very good and performance is very good very slim and light in weight.,0.8583,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",I think there is backlash in front camera quality then fusion 50. Fusion 50 front camera photo quality is far better than 60 fusion. Maybe motorolla will fix this problem with an update.,-0.058,Negative
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Overall the phone is goodI genuinely love it,0.6369,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Best mid range phone with premium looks,0.6369,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",You can go for it.It is value for money  phone and camera is very good.,0.6801,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",One of the best camera phone in that price range,0.6369,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Best in business,0.6369,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Nice phone nice picture,0.6808,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Night vision camera 👌,0.7983,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Very good mobile by moto...Good camera...Very good display...Great looks and design...Battery capacity can be better...,0.8399,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Over all nice 🥰,0.8779,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",Just awesome But cover and screen guard not included and not available in online and offline marketPhone is great light weight design is super speaker is clear and loud,0.9531,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}","Slim,look design and good performance",0.4404,Positive
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)  (8 GB RAM)",22999,MOTOROLA,4.6,"{'battery_capacity': '5500 mAh', 'display_type': 'Super HD+ 1.5K', 'camera': '50MP + 13MP', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 7400'}",SIMPLY AWESOME !!!BEST PHONE AT THIS BUDGET RANGE🎉,0.9365,Positive
